,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
419449,1264,428,3,974824041,M,25,1,53711,"Bronx Tale, A (1993)",Drama,False
504227,1962,520,2,975363370,F,18,1,60914,Robin Hood: Men in Tights (1993),Comedy,False
646832,3807,2455,4,965966029,F,35,19,32095,"Fly, The (1986)",Horror|Sci-Fi,False
524517,528,3175,4,976411226,F,18,17,83843,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,False
615165,3308,3261,4,967978094,F,18,20,15701-1348,Singles (1992),Comedy|Drama|Romance,False
452076,855,2080,4,976419182,F,18,2,72701,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance,False
61700,3213,647,5,968518564,F,25,1,83705,Courage Under Fire (1996),Drama|War,False
397703,809,1777,5,975395806,M,25,17,70508,"Wedding Singer, The (1998)",Comedy|Romance,False
168964,4512,780,4,964980200,M,25,1,16508,Independence Day (ID4) (1996),Action|Sci-Fi|War,False
211011,1415,1136,4,974760312,M,45,14,22901,Monty Python and the Holy Grail (1974),Comedy,False
797,2952,1193,5,971213000,M,25,4,06511,One Flew Over the Cuckoo's Nest (1975),Drama,False
855994,3391,1924,2,1046189971,M,18,4,48135,Plan 9 from Outer Space (1958),Horror|Sci-Fi,False
210668,148,1136,4,977335119,M,50,17,57747,Monty Python and the Holy Grail (1974),Comedy,False
582043,3509,1479,4,967479555,M,18,4,02115,"Saint, The (1997)",Action|Romance|Thriller,False
987776,4289,2477,3,965276188,M,35,14,32068,Firewalker (1986),Adventure,False
354056,1442,2336,4,974761343,M,18,2,12345,Elizabeth (1998),Drama,False
988856,5767,2992,2,959056492,M,25,2,75287,Rawhead Rex (1986),Horror|Thriller,False
652561,5648,2985,4,958874040,M,25,17,48473,Robocop (1987),Action|Crime|Sci-Fi,False
680842,987,2020,4,977669942,F,35,17,48098,Dangerous Liaisons (1988),Drama|Romance,False
651988,2868,2985,5,972440002,M,35,12,94025,Robocop (1987),Action|Crime|Sci-Fi,False
702328,1748,2949,4,974704852,M,50,1,04240,Dr. No (1962),Action,False
443904,1088,1345,3,983743620,F,1,10,98103,Carrie (1976),Horror,False
61515,710,647,3,978382597,M,25,20,85207,Courage Under Fire (1996),Drama|War,False
799087,2753,906,5,973893951,F,50,20,27516,Gaslight (1944),Mystery|Thriller,False
871009,2774,492,5,973063966,M,25,1,92103,Manhattan Murder Mystery (1993),Comedy|Mystery,False
420715,2407,3359,5,974255454,M,35,16,11358,Breaking Away (1979),Drama,False
654365,5333,1186,3,960827316,F,25,7,02332,"Sex, Lies, and Videotape (1989)",Drama,False
907572,1202,3201,4,1008701618,M,35,12,97006,Five Easy Pieces (1970),Drama,False
888884,5550,1290,4,959623322,M,35,15,48187,Some Kind of Wonderful (1987),Drama|Romance,False
250838,1690,50,5,974709848,M,35,16,98029,"Usual Suspects, The (1995)",Crime|Thriller,False
508747,1297,2000,4,975103942,M,25,7,92109,Lethal Weapon (1987),Action|Comedy|Crime|Drama,False
194792,1125,2167,4,1002252269,F,18,4,53715,Blade (1998),Action|Adventure|Horror,False
693819,1392,1350,3,974768622,M,45,3,90006,"Omen, The (1976)",Horror,False
751521,3520,125,5,966946559,M,25,0,40515,Flirting With Disaster (1996),Comedy,False
229067,970,39,3,975111960,M,25,0,27615,Clueless (1995),Comedy|Romance,False
639950,4609,2288,3,964166096,F,25,4,53951,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,False
501872,611,954,4,975859722,M,35,0,20715,Mr. Smith Goes to Washington (1939),Drama,False
807639,1530,1281,4,974751289,M,25,4,53711,"Great Dictator, The (1940)",Comedy,False
521274,136,539,3,977424426,M,18,2,21202,Sleepless in Seattle (1993),Comedy|Romance,False
618403,26,1092,3,978139611,M,25,7,23112,Basic Instinct (1992),Mystery|Thriller,False
418053,1860,1307,4,978327045,M,56,16,94591,When Harry Met Sally... (1989),Comedy|Romance,False
310327,4345,348,4,966267246,F,25,14,44304,Bullets Over Broadway (1994),Comedy,False
995042,5482,2342,1,959866997,M,18,7,10014,Hard Core Logo (1996),Comedy,False
415423,3135,778,5,969063071,M,25,15,12345,Trainspotting (1996),Drama,False
343022,3539,912,5,967018280,F,25,4,77006,Casablanca (1942),Drama|Romance|War,False
208953,1692,2871,5,974710678,M,35,20,97333,Deliverance (1972),Adventure|Thriller,False
547098,2436,2105,3,976044846,M,25,7,22902,Tron (1982),Action|Adventure|Fantasy|Sci-Fi,False
89390,5682,1259,5,958962867,M,18,0,23455-4959,Stand by Me (1986),Adventure|Comedy|Drama,False
518312,666,898,5,975642017,F,18,0,08540,"Philadelphia Story, The (1940)",Comedy|Romance,False
811474,2088,2870,4,974660565,M,50,7,60618,Barefoot in the Park (1967),Comedy,False
622190,1851,2643,1,998443362,M,25,19,59602,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,False
679222,2190,616,4,1024857974,F,25,15,27603,"Aristocats, The (1970)",Animation|Children's,False
888850,5015,1290,4,962595241,M,35,6,92672,Some Kind of Wonderful (1987),Drama|Romance,False
616767,4489,1805,4,980883613,M,18,4,78613,Wild Things (1998),Crime|Drama|Mystery|Thriller,False
453744,5957,1282,4,957073449,M,18,20,02038,Fantasia (1940),Animation|Children's|Musical,False
406063,1066,3751,3,974945794,M,45,12,02151,Chicken Run (2000),Animation|Children's|Comedy,False
448848,1626,2657,2,974722376,M,18,4,10010,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,False
61491,302,647,3,976506236,M,18,4,04901,Courage Under Fire (1996),Drama|War,False
268879,531,1635,2,978970415,F,18,14,22206,"Ice Storm, The (1997)",Drama,False
681476,5853,2020,2,957747492,M,50,19,13903,Dangerous Liaisons (1988),Drama|Romance,False
134100,1714,1198,4,974710851,M,25,17,43212,Raiders of the Lost Ark (1981),Action|Adventure,False
289555,1207,1729,3,974848018,M,50,0,43617,Jackie Brown (1997),Crime|Drama,False
310553,482,1093,3,976219915,M,25,14,55305,"Doors, The (1991)",Drama|Musical,False
830621,509,2612,4,976207582,M,25,2,55125,Mildred Pierce (1945),Drama,False
188079,1194,3868,1,1036310210,F,25,1,95617,"Naked Gun: From the Files of Police Squad!, The (1988)",Comedy,False
623690,4033,2805,3,965513071,M,25,6,43551,Mickey Blue Eyes (1999),Comedy|Romance,False
607799,1626,2272,4,974723730,M,18,4,10010,One True Thing (1998),Drama,False
776715,2621,1021,2,973656555,M,18,0,46304,Angels in the Outfield (1994),Children's|Comedy,False
935361,1362,3914,4,974769264,M,35,12,75069,"Broken Hearts Club, The (2000)",Drama,False
917891,4737,3529,4,963281625,M,35,16,19003,"Postman Always Rings Twice, The (1981)",Crime|Thriller,False
894814,5113,307,3,971973187,M,25,0,55408,Three Colors: Blue (1993),Drama,False
283027,245,1500,4,976736072,M,35,16,66046,Grosse Pointe Blank (1997),Comedy|Crime,False
823204,3807,3203,5,970438661,F,35,19,32095,Dead Calm (1989),Thriller,False
508233,1733,3812,4,984810026,M,18,14,43725,Everything You Always Wanted to Know About Sex (1972),Comedy,False
281245,3193,2952,3,968645368,M,25,0,92019,"Hard 8 (a.k.a. Sydney, a.k.a. Hard Eight) (1996)",Crime|Thriller,False
555904,3484,2706,1,967063886,M,18,4,28403,American Pie (1999),Comedy,False
687325,1181,1321,3,976064864,M,35,7,20716,"American Werewolf in London, An (1981)",Horror,False
898277,4033,427,2,965523478,M,25,6,43551,Boxing Helena (1993),Mystery|Romance|Thriller,False
160049,412,457,4,976293188,M,35,15,55117,"Fugitive, The (1993)",Action|Thriller,False
538452,3853,2021,4,965875843,M,25,14,92614,Dune (1984),Fantasy|Sci-Fi,False
621271,5205,2713,3,979350125,M,25,1,02908,Lake Placid (1999),Horror|Thriller,False
870126,173,1083,3,1009652869,M,25,0,45237,"Great Race, The (1965)",Comedy|Musical,False
967179,3224,1202,4,968522008,F,25,14,93428,Withnail and I (1987),Comedy,False
363566,2918,1916,3,973036731,M,25,12,98112,Buffalo 66 (1998),Action|Comedy|Drama,False
364918,524,161,4,976168455,M,18,0,91320,Crimson Tide (1995),Drama|Thriller|War,False
960865,6016,3392,1,956786267,M,45,1,37209,She-Devil (1989),Comedy,False
788723,676,612,2,976165395,M,18,16,55129,"Pallbearer, The (1996)",Comedy,False
158003,4808,380,5,962946192,M,35,0,96707-1321,True Lies (1994),Action|Adventure|Comedy|Romance,False
823335,5333,3203,4,989724715,F,25,7,02332,Dead Calm (1989),Thriller,False
905970,744,2365,3,975468919,M,25,17,77007,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi,False
258470,4508,1912,4,964981986,M,25,20,15701,Out of Sight (1998),Action|Crime|Romance,False
858386,4237,3802,3,965310940,M,25,14,77450,Freejack (1992),Action|Sci-Fi,False
571956,4647,1665,2,984289225,M,35,20,80222,Bean (1997),Comedy,False
371361,4312,1711,5,965505071,M,25,18,78757,Midnight in the Garden of Good and Evil (1997),Comedy|Crime|Drama|Mystery,False
838871,3501,3060,4,966996643,F,35,7,30309,"Commitments, The (1991)",Comedy|Drama,False
446659,5518,671,3,959658307,M,50,17,78666,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,False
285727,1001,1722,2,976411733,M,25,4,90210,Tomorrow Never Dies (1997),Action|Romance|Thriller,False
245433,5826,1617,4,957914547,M,18,4,60201,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,False
915734,4169,956,4,968798276,M,50,0,66048,Penny Serenade (1941),Drama|Romance,False
445482,1954,1276,4,974709642,M,25,16,91402,Cool Hand Luke (1967),Comedy|Drama,False
68021,2018,1103,4,974676275,M,35,16,46214,Rebel Without a Cause (1955),Drama,False
728114,2789,1222,5,972949289,M,18,4,90025,Full Metal Jacket (1987),Action|Drama|War,False
685795,2541,2042,4,974047830,F,35,5,49424,D2: The Mighty Ducks (1994),Children's|Comedy,False
482683,2887,277,3,972191943,M,25,3,66205,Miracle on 34th Street (1994),Drama,False
944535,524,2285,5,976172130,M,18,0,91320,If.... (1968),Drama,False
797377,1059,3683,5,974969516,F,25,0,97213,Blood Simple (1984),Drama|Film-Noir,False
311842,3180,562,4,968800362,M,25,14,07430,Welcome to the Dollhouse (1995),Comedy|Drama,False
193323,3512,1291,4,967479038,M,18,17,02140,Indiana Jones and the Last Crusade (1989),Action|Adventure,False
539049,1451,1220,3,974764946,M,35,20,90012,"Blues Brothers, The (1980)",Action|Comedy|Musical,False
804511,5567,1085,3,959347423,M,50,3,78704,"Old Man and the Sea, The (1958)",Adventure|Drama,False
252620,1150,1191,2,975193353,F,25,20,75226,Madonna: Truth or Dare (1991),Documentary,False
113926,5596,265,4,959219898,M,35,12,22201,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Romance,False
503219,4579,2863,4,969752984,F,18,4,63332,"Hard Day's Night, A (1964)",Comedy|Musical,False
751754,1851,3770,2,991449156,M,25,19,59602,Dreamscape (1984),Adventure|Crime|Sci-Fi|Thriller,False
690396,1230,1407,5,974916626,M,25,11,95125,Scream (1996),Horror|Thriller,False
299025,3490,913,5,967049263,M,25,0,74136,"Maltese Falcon, The (1941)",Film-Noir|Mystery,False
75642,4507,1213,5,964982951,M,18,4,61820,GoodFellas (1990),Crime|Drama,False
376781,2072,3259,4,974657336,F,50,12,21133,Far and Away (1992),Drama|Romance,False
102163,273,589,3,976773969,M,18,4,55427,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,False
936085,3771,438,3,966182730,M,25,1,14982,"Cowboy Way, The (1994)",Action|Comedy,False
285711,869,1722,2,975280664,M,18,20,92026,Tomorrow Never Dies (1997),Action|Romance|Thriller,False
788953,5643,540,3,959650946,F,35,1,84108,Sliver (1993),Thriller,False
572576,3635,708,3,966517492,M,50,1,60062,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,False
557451,3836,2710,2,965925293,F,50,8,84770,"Blair Witch Project, The (1999)",Horror,False
578358,5306,2641,4,961014478,F,25,17,92121,Superman II (1980),Action|Adventure|Sci-Fi,False
427791,4022,1831,3,965521474,M,35,14,53403,Lost in Space (1998),Action|Sci-Fi|Thriller,False
419754,1218,2622,5,975444547,M,56,15,13207,"Midsummer Night's Dream, A (1999)",Comedy|Fantasy,False
508775,1404,2000,3,974765497,M,50,16,91360,Lethal Weapon (1987),Action|Comedy|Crime|Drama,False
617573,5403,2391,5,960311513,M,1,10,59801,"Simple Plan, A (1998)",Crime|Thriller,False
996078,1447,3940,4,1026340597,M,18,4,80521,"Slumber Party Massacre III, The (1990)",Horror,False
695338,3365,1373,3,967663077,M,50,17,23059,Star Trek V: The Final Frontier (1989),Action|Adventure|Sci-Fi,False
878660,5769,3615,3,959646470,M,45,14,05602,Dinosaur (2000),Animation|Children's,False
604436,5682,1608,3,1026678747,M,18,0,23455-4959,Air Force One (1997),Action|Thriller,False
500584,5504,3086,5,959737502,M,45,7,85287-2702,March of the Wooden Soldiers (a.k.a. Laurel & Hardy in Toyland) (1934),Comedy,False
993010,4140,881,1,965351741,M,25,0,32112,First Kid (1996),Children's|Comedy,False
658454,1880,2145,3,975378533,M,35,0,91006,Pretty in Pink (1986),Comedy|Drama|Romance,False
437216,2010,1339,3,974687025,M,18,4,81520,Bram Stoker's Dracula (1992),Horror|Romance,False
596748,714,2724,5,975537360,M,18,4,76013,Runaway Bride (1999),Comedy|Romance,False
345440,4754,2100,2,963185014,F,18,0,91107,Splash (1984),Comedy|Fantasy|Romance,False
956541,6016,1053,5,956957641,M,45,1,37209,Normal Life (1996),Crime|Drama,False
722810,3471,2413,3,968033306,M,18,4,80302,Clue (1985),Comedy|Mystery,False
171389,2885,1784,4,972185828,F,18,1,80302,As Good As It Gets (1997),Comedy|Drama,False
852430,5249,1620,4,961602109,F,45,14,75006,Kiss the Girls (1997),Crime|Drama|Thriller,False
984893,4287,1839,2,965276079,M,25,7,35244,My Giant (1998),Comedy,False
892422,5927,1648,3,957386982,M,35,14,10003,"House of Yes, The (1997)",Comedy|Drama|Thriller,False
300599,4995,1449,4,962593017,M,50,20,55419,Waiting for Guffman (1996),Comedy,False
878175,1150,1797,2,975193302,F,25,20,75226,Everest (1998),Documentary,False
539022,1333,1220,5,974777768,M,25,17,06460,"Blues Brothers, The (1980)",Action|Comedy|Musical,False
231066,678,1535,4,989238199,M,25,0,34952,Love! Valour! Compassion! (1997),Drama|Romance,False
733516,5021,1267,5,962581590,M,50,6,90504,"Manchurian Candidate, The (1962)",Film-Noir|Thriller,False
845860,5317,3480,5,960907308,F,25,0,02138,Lucas (1986),Drama,False
763415,3992,3426,4,965604476,M,25,4,32653,Jungle Fever (1991),Drama|Romance,False
793425,2012,499,1,974680690,M,25,4,49456,Mr. Wonderful (1993),Comedy|Romance,False
402963,1117,1356,4,975693071,M,18,14,10017,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi,False
877222,424,1762,3,1018275797,M,25,17,55112,Deep Rising (1998),Action|Horror|Sci-Fi,False
695758,5225,842,4,961692481,M,18,4,55120,Tales from the Crypt Presents: Bordello of Blood (1996),Horror,False
792000,3519,94,5,967574707,F,25,14,11215,Beautiful Girls (1996),Drama,False
760259,1164,1057,3,1004486619,F,25,19,90020,Everyone Says I Love You (1996),Comedy|Musical|Romance,False
207013,1984,2617,4,974770178,M,18,10,92130,"Mummy, The (1999)",Action|Adventure|Horror|Thriller,False
218307,4490,3702,5,965009534,M,35,5,70123,Mad Max (1979),Action|Sci-Fi,False
683099,1207,1591,1,974844749,M,50,0,43617,Spawn (1997),Action|Adventure|Sci-Fi|Thriller,False
238742,1274,47,3,974813198,M,45,7,37343,Seven (Se7en) (1995),Crime|Thriller,False
775069,4250,276,3,965310030,F,50,0,33313,Milk Money (1994),Comedy|Romance,False
90515,4785,3147,4,963002126,F,25,14,55104,"Green Mile, The (1999)",Drama|Thriller,False
74353,5256,1687,4,961271552,M,25,16,30269,"Jackal, The (1997)",Action|Thriller,False
641711,3822,1206,4,967584989,M,45,20,98027,"Clockwork Orange, A (1971)",Sci-Fi,False
497760,1635,3723,4,977129170,M,25,0,97212,Hamlet (1990),Drama,False
724909,749,2794,4,975478013,M,35,18,56303,European Vacation (1985),Comedy,False
691532,577,2064,4,975980204,M,35,0,02115,Roger & Me (1989),Comedy|Documentary,False
792101,1125,122,2,976474327,F,18,4,53715,Boomerang (1992),Comedy|Romance,False
712168,4309,3450,3,965723569,M,25,0,36301,Grumpy Old Men (1993),Comedy,False
485347,5253,924,5,961292701,F,56,13,02838,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,False
3954,4727,3408,4,963691512,F,56,0,98801,Erin Brockovich (2000),Drama,False
953124,4277,2551,4,965468622,M,35,16,98133,Dead Ringers (1988),Drama|Thriller,False
648531,3589,2613,2,1019403208,F,45,0,80010,Night of the Comet (1984),Action|Horror|Sci-Fi,False
688262,1490,2991,4,974771360,M,50,7,90505,Live and Let Die (1973),Action,False
277699,2106,3176,4,975736030,F,18,20,495321,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,False
46142,2461,2692,4,974169810,M,18,4,98117,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance,False
822423,2526,2183,5,974066842,M,56,13,37923,"Man Who Knew Too Much, The (1956)",Thriller,False
666913,4169,2248,5,968798421,M,50,0,66048,Say Anything... (1989),Comedy|Drama|Romance,False
392329,3525,367,5,966929304,F,18,4,02142,"Mask, The (1994)",Comedy|Crime|Fantasy,False
306056,3101,2683,4,969572585,M,18,15,91101,Austin Powers: The Spy Who Shagged Me (1999),Comedy,False
486011,5015,3701,1,972932893,M,35,6,92672,Alien Nation (1988),Crime|Drama|Sci-Fi,False
904025,639,3672,3,979471588,M,45,17,85202,Benji (1974),Adventure|Children's,False
334728,82,3753,5,977761732,M,25,17,48380,"Patriot, The (2000)",Action|Drama|War,False
893851,3205,1686,3,968566090,F,35,16,80304,Red Corner (1997),Crime|Thriller,False
515222,1211,1204,5,974843850,M,18,4,10027,Lawrence of Arabia (1962),Adventure|War,False
493857,2507,2407,4,974078251,M,25,4,94107,Cocoon (1985),Comedy|Sci-Fi,False
283954,5223,1500,3,961529688,M,56,10,11361,Grosse Pointe Blank (1997),Comedy|Crime,False
820380,5107,907,3,962337146,F,45,0,08081,"Gay Divorcee, The (1934)",Comedy|Musical|Romance,False
730646,3503,1249,5,1005442461,M,18,4,59715,Nikita (La Femme Nikita) (1990),Thriller,False
964316,199,227,4,977005327,M,18,4,83706,Drop Zone (1994),Action,False
649188,5345,2542,4,960672354,F,25,17,80003,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,False
7934,5355,1197,3,960597131,M,56,0,78232,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,False
682818,3942,485,1,966380927,M,18,4,49855,Last Action Hero (1993),Action|Comedy,False
195975,1194,1580,4,1036308118,F,25,1,95617,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,False
468716,4658,2746,3,963879751,M,25,4,99163,Little Shop of Horrors (1986),Comedy|Horror|Musical,False
214020,749,1214,3,975476001,M,35,18,56303,Alien (1979),Action|Horror|Sci-Fi|Thriller,False
864675,4517,140,4,964864488,F,18,1,48067,Up Close and Personal (1996),Drama|Romance,False
503110,3108,2863,3,969493081,M,50,6,22039,"Hard Day's Night, A (1964)",Comedy|Musical,False
233706,4725,2770,3,963378245,M,35,5,96707-1321,Bowfinger (1999),Comedy,False
781846,1941,3584,3,974853042,M,35,17,94550,Breathless (1983),Action|Drama|Romance|Thriller,False
547726,1100,2033,1,974923855,M,25,0,60090,"Black Cauldron, The (1985)",Animation|Children's,False
760355,3292,1057,4,968096473,F,50,6,79410,Everyone Says I Love You (1996),Comedy|Musical|Romance,False
94350,5699,3255,3,958618743,M,35,15,94706,"League of Their Own, A (1992)",Comedy|Drama,False
983677,2781,3947,4,989597175,M,35,4,45205,Get Carter (1971),Thriller,False
539540,3671,1220,5,966376094,M,25,4,98102,"Blues Brothers, The (1980)",Action|Comedy|Musical,False
852899,3441,2772,2,972795999,F,25,14,94109,Detroit Rock City (1999),Comedy,False
748553,2986,521,4,971848016,M,25,4,24060,Romeo Is Bleeding (1993),Crime|Thriller,False
473316,1312,1374,4,974781596,M,25,14,60153,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi,False
436593,45,1409,3,977988968,F,45,16,94110,Michael (1996),Comedy|Romance,False
938874,2010,1595,1,974688250,M,18,4,81520,Free Willy 3: The Rescue (1997),Adventure|Children's|Drama,False
369534,2288,1639,3,974519591,M,1,10,13066,Chasing Amy (1997),Drama|Romance,False
472292,3259,2174,4,968276555,F,18,4,95616,Beetlejuice (1988),Comedy|Fantasy,False
655270,1010,2139,3,975229441,M,25,0,10310,"Secret of NIMH, The (1982)",Animation|Children's,False
502247,261,3591,4,976670341,M,25,20,75801,Mr. Mom (1983),Comedy|Drama,False
573506,5163,3362,5,961902931,M,45,6,53216,Dog Day Afternoon (1975),Comedy|Crime|Drama,False
999243,4605,703,1,964204411,M,25,15,92656,Boys (1996),Drama,False
737877,5852,3104,4,957756348,F,25,1,94044,Midnight Run (1988),Action|Adventure|Comedy|Crime,False
977917,5220,3449,2,961553067,M,25,7,91436,"Good Mother, The (1988)",Drama,False
911422,1164,3910,3,1012696849,F,25,19,90020,Dancer in the Dark (2000),Drama|Musical,False
128916,1133,1196,5,974887300,M,18,2,90038,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,False
386967,3292,2329,5,968079845,F,50,6,79410,American History X (1998),Drama,False
330721,1404,597,3,974766145,M,50,16,91360,Pretty Woman (1990),Comedy|Romance,False
972648,1851,1255,3,1011993120,M,25,19,59602,Bad Taste (1987),Comedy|Horror,False
478323,5812,916,4,968565816,F,25,7,92120,Roman Holiday (1953),Comedy|Romance,False
316806,3081,353,4,969800463,M,25,7,77252,"Crow, The (1994)",Action|Romance|Thriller,False
914672,1632,3109,3,974719961,M,25,16,94120,"River, The (1984)",Drama,False
229451,2724,39,5,973272599,F,45,2,27514,Clueless (1995),Comedy|Romance,False
792760,5426,491,3,960101885,M,25,14,95821,"Man Without a Face, The (1993)",Drama,False
661594,6039,2083,3,956705989,F,45,0,01060,"Muppet Christmas Carol, The (1992)",Children's|Musical,False
929557,3441,502,1,972960847,F,25,14,94109,"Next Karate Kid, The (1994)",Action|Children's,False
431440,2203,3439,3,974605578,M,45,12,53718,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children's|Fantasy,False
157092,970,380,4,975978049,M,25,0,27615,True Lies (1994),Action|Adventure|Comedy|Romance,False
313884,1616,1747,2,974733601,M,25,0,16101,Wag the Dog (1997),Comedy|Drama,False
574724,1599,934,4,974823951,M,25,0,92646,Father of the Bride (1950),Comedy,False
654658,4162,222,4,965336621,F,25,14,23221,Circle of Friends (1995),Drama|Romance,False
386112,3449,2324,4,967254613,M,25,14,02142,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama,False
547985,781,2108,2,975434989,M,18,4,95076,L.A. Story (1991),Comedy|Romance,False
211213,2244,1136,5,974598985,M,1,10,60565,Monty Python and the Holy Grail (1974),Comedy,False
682124,3018,3698,3,970522051,M,35,0,45242,"Running Man, The (1987)",Action|Adventure|Sci-Fi,False
324302,2172,2406,2,974667931,M,18,20,60641,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,False
342121,156,912,5,977251504,F,45,7,14519,Casablanca (1942),Drama|Romance|War,False
411924,975,1584,4,975124532,M,35,0,98136,Contact (1997),Drama|Sci-Fi,False
810598,62,3088,4,977970270,F,35,3,98105,Harvey (1950),Comedy,False
699878,1647,1994,3,974803701,M,18,18,98118,Poltergeist (1982),Horror|Thriller,False
199981,2376,1266,4,1025121121,M,25,1,13210,Unforgiven (1992),Western,False
949819,3031,1992,2,970954753,M,18,4,48135,Child's Play 2 (1990),Horror,False
192932,1983,1291,5,974685624,M,25,14,92109,Indiana Jones and the Last Crusade (1989),Action|Adventure,False
740098,4802,11,5,962941446,M,56,1,40601,"American President, The (1995)",Comedy|Drama|Romance,False
115800,954,3699,3,975136076,F,25,0,21030,Starman (1984),Adventure|Drama|Romance|Sci-Fi,False
287212,3026,908,5,970458964,F,18,4,45750,North by Northwest (1959),Drama|Thriller,False
880433,710,2827,2,975570115,M,25,20,85207,"Astronaut's Wife, The (1999)",Sci-Fi|Thriller,False
591159,4480,1982,5,965107750,M,25,0,94403,Halloween (1978),Horror,False
633722,3653,198,1,966453323,M,18,15,96661,Strange Days (1995),Action|Crime|Sci-Fi,False
832915,5788,2796,4,958109927,M,25,0,92646,Funny Farm (1988),Comedy,False
292129,3412,3113,2,967663752,M,25,18,85213,End of Days (1999),Action|Thriller,False
303764,5334,3624,3,960796821,F,56,13,46140,Shanghai Noon (2000),Action,False
31184,133,1721,5,977424187,F,25,0,55071,Titanic (1997),Drama|Romance,False
974482,5824,1943,3,957969200,M,18,12,18052,"Greatest Show on Earth, The (1952)",Drama,False
208950,1643,2871,5,1011840677,M,45,2,90813,Deliverance (1972),Adventure|Thriller,False
255578,5916,377,5,957359796,M,50,20,48230,Speed (1994),Action|Romance|Thriller,False
807057,4021,2065,3,965524120,M,50,20,95236,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Romance,False
702594,4250,2949,5,965308398,F,50,0,33313,Dr. No (1962),Action,False
498986,817,2423,5,975387542,M,18,4,41076,Christmas Vacation (1989),Comedy,False
596189,5118,160,3,962295206,M,1,10,95123,Congo (1995),Action|Adventure|Mystery|Sci-Fi,False
768448,2751,2146,3,973201387,F,25,16,28120,St. Elmo's Fire (1985),Drama|Romance,False
823529,4042,3204,3,1030254941,M,35,15,94002,"Boys from Brazil, The (1978)",Thriller,False
886740,4790,1177,4,970350285,F,25,2,94133,Enchanted April (1991),Drama,False
964942,3850,408,4,965882640,M,18,3,92278,8 Seconds (1994),Drama,False
970060,308,2330,4,995833908,M,25,2,10025,Hands on a Hard Body (1996),Documentary,False
499452,949,3153,5,975389983,M,50,17,96753,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy,False
991935,4682,3240,5,981155969,M,25,7,05346,"Big Tease, The (1999)",Comedy,False
825346,1019,3733,3,975425098,M,35,1,60640,"Paper Chase, The (1973)",Drama,False
900406,5854,2793,4,958273894,M,45,7,33135,"American Werewolf in Paris, An (1997)",Comedy|Horror,False
849781,5256,3697,3,961271643,M,25,16,30269,Predator 2 (1990),Action|Sci-Fi|Thriller,False
48127,2847,260,5,975767391,M,18,4,10027,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,False
921774,2909,3115,3,1008621675,M,25,7,43228,Flawless (1999),Drama,False
262463,5801,2289,4,958010904,M,25,16,04103,"Player, The (1992)",Comedy|Drama,False
762589,1303,3676,4,974841746,M,25,19,94111,Eraserhead (1977),Drama|Horror,False
333379,1207,2082,3,974846715,M,50,0,43617,"Mighty Ducks, The (1992)",Children's|Comedy,False
879419,3953,15,3,1029644352,M,25,12,55117,Cutthroat Island (1995),Action|Adventure|Romance,False
914013,3391,1401,3,967650843,M,18,4,48135,Ghosts of Mississippi (1996),Drama,False
248656,5296,6,5,962030217,F,1,0,27245,Heat (1995),Action|Crime|Thriller,False
153529,5837,163,5,957844339,M,25,7,60607,Desperado (1995),Action|Romance|Thriller,False
973791,1968,3673,1,974687256,M,25,11,85258,Benji the Hunted (1987),Adventure|Children's,False
783697,26,3590,3,978273135,M,25,7,23112,"Lords of Flatbush, The (1974)",Comedy,False
265704,1101,1704,4,1010864948,M,35,1,06417,Good Will Hunting (1997),Drama,False
315827,1794,3499,3,974705339,M,25,11,20878,Misery (1990),Horror,False
538478,4007,2021,2,965547587,M,35,12,88005,Dune (1984),Fantasy|Sci-Fi,False
